ID;Target;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29;P30;P31
1044392;;0,00;30,33;20,06;2,00;0,00;0,99;0,92;0,87;22,67;84,00;161,67;79,67;122,87;3,91;75,77;;1121,13;0,00;3,67;0,00;-2,42;1087,57;985,16;535,67;1120,82;4,13;0,00;0,07;9,92;1,25;14,71
1044504;;0,00;30,33;14,47;0,00;0,00;0,99;1,00;1,28;7,12;42,33;25,00;37,26;34,63;20,23;17,03;;293,12;0,00;7,67;0,00;-0,02;403,94;365,09;165,33;293,12;1,35;0,00;0,13;;1,09;14,46
1044577;;0,00;30,00;8,07;0,00;0,00;1,00;0,56;0,82;8,91;15,33;23,00;7,95;8,91;0,91;7,04;;531,78;0,00;1,00;-0,60;-5,31;238,87;228,37;191,67;520,34;2,97;0,13;0,13;3,45;1,25;3,45
1044992;;0,00;30,33;27,01;0,00;0,00;0,99;0,83;0,81;16,12;68,00;115,33;225,98;177,27;10,18;215,79;5,43;404,09;0,00;6,67;-4,08;-7,06;543,68;310,71;382,00;;1,84;0,37;0,30;18,68;0,19;21,40
1045134;;0,00;28,00;10,42;0,00;0,00;1,04;0,92;1,22;0,13;18,00;37,67;3,05;10,98;1,19;1,86;5,43;56,86;0,00;0,33;0,00;-1,28;118,42;115,21;42,00;;0,96;0,00;0,20;9,54;1,11;9,54
1045962;;0,00;27,67;18,41;6,00;0,00;1,08;1,06;0,78;14,12;22,67;61,67;73,94;16,46;71,69;2,24;5,43;339,85;0,00;1,33;0,00;1,63;187,28;113,34;69,67;338,77;5,72;0,20;0,13;9,92;0,77;19,50
1046002;;0,00;21,67;4,10;0,00;0,00;0,97;0,85;1,10;0,00;15,33;19,33;17,49;0,20;16,28;1,21;5,43;61,64;0,00;0,00;0,00;0,00;137,21;119,60;27,67;61,64;0,20;0,13;0,00;3,45;0,75;3,45
1046209;;0,00;30,00;8,06;0,00;0,00;1,00;0,73;1,06;0,00;18,67;25,67;1,02;0,00;1,02;0,00;5,43;336,79;0,00;0,00;0,00;-3,23;366,18;363,98;74,00;336,07;0,00;0,00;0,00;1,82;2,03;1,82
1046731;;0,00;30,33;18,21;0,00;0,00;0,99;0,81;0,91;0,08;52,67;33,67;22,31;13,90;9,96;12,36;7,00;487,92;0,00;0,33;-0,53;-5,23;678,96;644,98;226,00;485,02;0,90;0,07;0,00;14,34;0,91;14,34
1047163;;0,00;29,00;8,26;0,00;0,00;1,00;1,00;;0,00;15,67;22,33;1,48;3,51;0,00;1,48;5,43;13,29;0,00;0,00;0,00;0,00;19,36;15,81;24,67;13,29;0,87;0,20;0,20;8,26;0,92;8,26
1047300;;0,00;;;1,00;0,00;0,99;0,97;0,91;2,78;32,67;62,33;12,69;40,16;0,29;12,39;5,43;746,68;0,00;1,00;-0,15;-0,51;512,18;497,49;201,00;746,33;3,18;0,00;0,07;9,54;1,08;9,54
1047927;;0,00;30,00;7,74;0,00;0,00;1,00;1,07;;0,00;16,33;16,33;40,89;6,53;5,44;35,45;5,43;138,95;0,00;0,00;0,00;0,85;228,11;187,22;102,67;138,95;1,64;0,33;0,07;3,45;1,50;3,45
1048294;;0,00;30,33;19,61;0,00;0,00;0,99;1,11;;45,07;66,00;101,67;179,49;121,47;97,79;81,69;7,00;342,13;0,00;45,00;0,00;3,16;504,37;324,45;252,67;341,84;1,26;0,27;0,40;14,34;1,08;18,42
1048634;;0,00;;29,79;0,00;0,00;1,06;1,52;1,05;3,69;47,00;53,67;36,37;54,58;2,33;34,04;5,43;418,73;0,00;5,67;0,00;23,44;385,24;345,68;377,67;418,41;0,94;0,13;0,07;4,32;1,50;4,32
1048788;;0,00;27,67;9,63;0,00;0,00;0,98;0,99;1,12;10,69;23,33;34,00;111,94;10,87;109,49;2,44;5,43;54,60;0,00;7,33;0,00;-0,14;176,51;61,83;43,33;;1,18;0,20;0,13;9,54;0,77;9,54
1048885;;0,00;24,33;6,62;0,00;0,00;1,23;0,99;1,04;0,22;23,33;77,00;7,29;3,56;0,23;7,06;;70,22;0,00;0,33;0,00;-0,09;240,73;230,39;38,00;70,22;0,73;0,13;0,27;6,56;1,50;6,56
1048928;;0,00;;9,57;0,00;0,00;0,94;1,00;;0,00;28,00;34,67;1,29;5,35;0,51;0,78;5,43;75,08;0,00;0,00;0,00;-0,06;38,39;36,37;44,67;75,08;2,04;0,00;0,07;9,54;0,93;9,54
1048949;;0,00;30,33;14,56;0,00;0,00;0,99;0,99;0,92;0,00;18,00;47,00;10,96;8,16;0,00;10,96;5,43;102,22;0,00;0,00;0,00;-0,15;83,05;69,62;46,33;93,21;0,91;0,27;0,20;9,54;1,09;14,46
1048978;;0,00;;14,49;0,00;0,00;0,99;1,00;1,39;4,57;131,67;129,00;36,29;16,49;6,92;29,37;5,40;297,61;0,00;5,33;0,00;-0,06;391,17;339,39;377,33;295,69;0,88;0,00;0,00;9,54;0,55;14,46
1049109;;0,00;30,33;13,58;0,00;0,00;0,99;1,00;0,67;3,52;73,33;36,67;123,00;122,67;6,35;116,65;5,43;514,82;0,00;3,33;0,00;0,00;815,79;682,95;258,33;514,49;1,19;0,20;0,27;13,50;1,50;13,50
1049544;;0,00;7,00;4,74;0,00;0,00;0,29;0,38;0,00;0,00;4,33;13,33;6,07;20,68;0,88;5,19;5,43;31,98;0,00;0,00;0,00;-4,38;16,30;10,23;8,00;31,98;6,89;0,20;0,07;;0,00;1,77
1049603;;0,00;30,33;10,02;0,00;0,00;0,99;0,95;0,84;0,00;28,33;45,33;113,52;87,73;61,14;52,38;5,43;780,52;0,00;0,00;-0,03;-0,72;876,68;763,08;161,00;780,52;3,37;0,27;0,00;9,54;0,75;9,54
1049706;;0,00;30,00;20,85;0,00;0,00;0,97;1,00;1,07;32,53;62,00;84,67;97,88;55,75;72,06;25,83;5,43;345,62;0,00;24,67;-0,30;0,00;467,54;363,61;165,00;345,62;1,31;0,27;0,13;14,34;0,92;14,34
1049922;;14,29;29,67;12,25;0,00;1,00;1,01;1,29;1,49;0,25;16,33;62,33;4,76;0,82;0,00;4,76;5,60;78,58;0,00;0,33;0,00;5,26;202,80;191,66;59,33;76,99;0,82;0,07;0,07;3,08;1,50;3,08
1050153;;0,00;30,00;14,64;0,00;0,00;1,00;1,00;1,54;10,34;29,33;43,33;62,82;60,47;2,98;59,84;7,03;288,20;0,00;8,00;0,00;-0,02;346,99;283,95;140,33;288,20;1,55;0,20;0,13;;0,98;13,96
1050286;;0,00;30,33;22,21;0,00;0,00;0,99;0,97;;27,16;53,00;162,67;59,53;148,06;7,19;52,33;5,60;764,56;0,00;22,00;0,00;-0,91;438,78;368,37;505,00;764,42;1,57;0,20;0,20;21,60;0,97;21,60
1050329;;0,00;;14,54;0,00;0,00;0,97;1,01;;1,94;43,67;58,67;40,48;19,99;4,17;36,31;5,60;410,86;0,00;1,00;0,00;0,24;665,86;613,71;125,67;410,54;2,80;0,00;0,07;9,54;1,33;14,46
1050363;;0,00;;15,22;0,00;0,00;0,99;1,04;0,68;2,29;40,33;111,33;20,72;5,92;0,00;20,72;5,60;269,26;0,00;0,67;0,00;0,96;622,52;598,14;192,33;265,57;2,02;0,00;0,00;;0,97;14,46
1050383;;0,00;30,33;21,62;0,00;0,00;0,99;0,98;0,67;0,00;37,33;75,67;177,56;86,32;0,12;177,44;5,60;1071,35;0,00;0,00;0,00;-0,79;1415,46;1228,02;169,33;1069,77;6,94;0,20;0,20;16,28;0,89;20,36
1050446;;0,00;21,33;4,45;0,00;0,00;1,08;1,00;3,00;0,00;36,00;85,00;6,90;0,00;0,00;6,90;5,60;0,67;0,00;0,00;0,00;0,00;94,06;85,03;0,67;0,67;0,00;0,13;0,00;4,32;0,66;4,32
1050610;;0,00;30,33;15,09;0,00;0,00;0,99;0,97;1,06;0,42;45,00;68,33;20,32;26,80;0,19;20,13;5,60;2089,75;0,00;0,33;0,00;-0,67;1086,41;1065,64;603,00;2086,29;2,89;0,00;0,00;9,54;0,97;14,46
1050680;;0,00;28,00;6,35;0,00;0,00;1,07;0,90;1,24;4,63;40,33;74,67;7,06;6,18;5,43;1,62;5,60;208,19;0,00;0,33;0,00;-0,95;278,10;253,86;180,67;205,66;5,47;0,00;0,07;3,98;0,44;3,98
1050896;;0,00;29,33;14,11;0,00;0,00;0,99;1,00;1,11;8,59;20,00;24,67;11,03;16,34;4,69;6,34;5,60;238,63;0,00;8,67;0,00;-0,01;143,78;132,74;88,67;238,63;1,31;0,07;0,00;13,50;1,13;13,50
1050906;;0,00;24,00;10,56;0,00;0,00;0,96;1,08;0,49;0,52;16,67;18,33;4,59;5,31;0,47;4,12;7,03;42,97;0,00;1,00;0,00;1,34;70,14;64,21;34,00;42,14;1,53;0,13;0,13;9,54;1,36;9,54
1050990;;0,00;30,00;16,30;0,00;0,00;1,00;0,83;0,99;8,86;100,67;93,67;30,29;46,09;9,10;21,19;7,03;881,88;0,00;5,67;-2,09;-4,23;886,36;844,09;455,67;1075,42;1,34;0,00;0,00;10,91;1,30;12,27
1051073;;0,00;30,33;5,66;0,00;0,00;0,99;1,13;0,94;0,00;15,00;26,00;1,24;5,38;0,17;1,07;5,60;501,73;0,00;0,00;0,00;0,00;181,96;180,72;154,33;501,73;2,95;0,00;0,07;3,45;1,20;3,45
1051114;;0,00;;;0,00;0,00;0,99;0,72;0,76;7,25;31,67;47,67;72,69;253,64;3,53;69,16;5,60;604,44;0,00;4,33;0,00;-8,15;397,73;315,11;133,33;601,69;4,23;0,20;0,40;13,96;1,41;13,96
1051339;;0,00;29,67;22,52;0,00;0,00;1,01;0,99;1,00;0,64;41,67;113,33;10,88;16,28;0,08;10,80;5,60;921,87;0,00;1,33;0,00;-0,22;734,11;721,65;204,33;;1,31;0,00;0,00;16,28;0,88;20,36
1051599;;0,00;;51,55;0,00;0,00;0,99;1,65;1,04;2,33;49,00;77,33;15,89;64,97;7,07;8,82;5,60;739,28;0,00;3,00;50,35;50,54;185,30;158,68;247,67;737,22;4,22;0,00;0,13;16,28;0,91;16,28
1051646;;0,00;;21,64;0,00;0,00;0,99;1,01;0,97;0,00;45,00;49,67;12,68;37,39;0,08;12,60;7,03;387,90;0,00;0,00;0,00;0,22;441,45;408,98;148,33;384,22;12,65;0,00;0,13;16,28;0,90;20,36
1051718;;0,00;;14,67;0,00;0,00;0,99;1,02;0,38;0,00;28,33;73,00;46,82;50,40;0,36;46,47;;768,59;0,00;0,00;0,00;0,54;555,05;508,01;124,67;767,51;2,05;0,13;0,20;;1,20;14,46
1051724;;0,00;4,00;10,33;4,00;0,00;0,75;1,00;0,00;0,00;6,00;29,33;1,02;0,28;0,00;1,02;5,60;0,39;0,00;0,00;0,00;-0,02;1,91;0,89;1,00;0,39;0,28;0,13;0,13;;1,45;10,32
1051772;;0,00;30,33;12,68;2,00;0,00;0,99;0,87;0,94;0,59;29,00;79,33;8,75;10,82;0,33;8,42;5,60;104,81;1,06;0,67;0,00;-2,55;156,43;142,48;97,00;129,46;0,59;0,17;0,27;10,37;1,13;11,43
1051861;;0,00;;10,70;0,00;0,00;1,00;0,99;1,20;0,00;76,67;30,67;13,91;0,71;3,29;10,61;5,60;443,99;1,06;0,00;0,00;-0,14;550,68;533,98;142,33;;0,36;0,00;0,00;;1,00;10,60
1051991;;0,00;22,00;8,11;0,00;0,00;1,00;1,00;;16,46;18,33;22,67;14,67;35,88;6,89;7,78;5,60;79,84;0,00;5,00;0,00;-0,05;39,08;24,19;36,00;;4,24;0,40;0,47;8,08;0,77;8,08
1052036;;0,00;30,33;14,42;0,00;0,00;0,99;1,00;1,16;47,68;74,67;19,33;73,58;114,72;6,17;67,41;5,60;464,38;0,00;20,67;0,00;0,00;281,88;207,10;313,33;;1,51;0,27;0,20;14,34;0,00;14,34
1052111;;0,00;30,33;16,55;0,00;0,00;0,99;1,00;0,81;0,12;27,00;31,00;44,81;28,88;0,29;44,52;5,60;45,43;0,00;0,33;-0,15;0,01;94,61;47,78;35,00;45,43;1,64;0,40;0,53;16,28;1,20;16,28
1052686;;20,00;26,33;17,35;0,00;1,00;1,06;0,86;1,38;0,00;18,00;125,00;49,64;69,86;0,13;49,51;5,60;144,93;0,00;0,00;0,00;-3,63;149,06;97,55;55,00;;5,62;0,47;0,53;3,45;1,50;3,45
1052713;;0,00;21,67;17,82;6,00;0,00;0,97;0,95;;3,47;22,67;14,00;21,44;13,26;12,67;8,78;5,60;110,23;0,00;1,33;0,00;-1,30;154,35;132,21;49,00;108,96;1,37;0,13;0,07;16,10;0,30;16,10
1052795;;0,00;26,33;14,94;3,00;0,00;0,76;1,08;0,80;2,58;39,00;179,33;21,98;37,07;9,12;12,86;5,57;176,01;0,00;1,67;0,00;1,87;125,64;102,05;85,67;162,31;1,78;0,27;0,27;4,71;1,18;4,71
1052856;;14,29;28,67;;0,00;1,00;1,05;0,99;0,71;0,00;19,33;18,00;5,85;11,71;0,15;5,70;5,60;338,91;0,00;0,00;0,00;-0,34;457,88;442,44;212,00;;1,91;0,00;0,00;16,28;0,95;20,36
1053150;;0,00;29,33;17,87;0,00;0,00;0,92;1,07;0,83;0,00;17,67;53,33;0,17;0,00;0,00;0,17;;130,65;0,00;0,00;0,00;1,99;195,97;191,63;62,67;172,02;0,00;0,00;0,00;8,24;0,10;8,24
1053167;;0,00;29,33;14,71;0,00;0,00;0,95;1,00;0,63;4,60;17,33;11,67;39,71;20,69;10,01;29,70;5,60;221,71;0,00;1,67;0,00;0,00;171,89;132,13;75,67;221,71;1,72;0,13;0,00;9,92;0,96;14,71
1053261;;7,69;30,00;11,96;0,00;1,00;0,97;0,84;0,77;0,74;26,67;52,67;5,78;67,60;2,01;3,78;5,60;155,74;0,00;1,33;-0,74;-2,82;185,47;172,64;71,00;155,37;5,52;0,00;0,20;9,54;0,00;9,54
1053518;;0,00;30,33;;0,00;0,00;0,99;1,00;0,98;5,20;34,33;22,00;113,66;28,77;7,56;106,09;5,60;338,76;0,00;2,67;0,00;0,00;747,16;632,29;151,67;337,28;2,22;0,20;0,13;9,54;1,03;9,54
1054094;;0,00;30,33;18,90;0,00;0,00;0,99;1,02;1,17;8,16;75,33;151,00;32,57;33,78;7,74;24,83;;436,40;0,00;5,00;0,00;0,43;431,80;387,28;244,33;433,29;1,56;0,00;0,00;13,50;1,00;17,58
1054193;;0,00;30,33;20,37;0,00;0,00;0,99;1,00;1,09;0,00;22,00;40,33;2,05;0,83;0,10;1,95;5,60;196,61;0,00;0,00;0,00;-0,02;95,30;92,34;88,00;;0,46;0,07;0,00;16,28;0,94;20,36
1054322;;0,00;30,33;15,52;7,00;0,00;0,99;1,21;;0,11;34,67;88,67;28,98;30,03;1,15;27,83;5,60;182,84;0,00;0,33;4,79;4,95;211,49;179,37;95,33;;2,65;0,13;0,13;;1,09;14,71
1054418;;0,00;23,67;9,77;0,00;0,00;0,93;0,98;;0,34;32,67;25,00;32,58;1,40;0,26;32,33;7,03;42,86;0,00;0,33;0,00;-0,35;128,23;95,64;29,33;42,86;0,52;0,27;0,07;9,54;0,67;9,54
1054663;;0,00;;13,35;1,00;0,00;1,50;1,02;0,79;0,96;9,33;6,67;3,45;9,77;0,09;3,36;5,60;28,57;0,00;1,00;-1,20;0,45;28,61;25,09;9,00;28,25;2,52;0,07;0,27;;1,35;11,27
1054695;;0,00;29,67;12,76;0,00;0,00;0,98;0,60;0,41;9,78;29,67;54,33;83,90;27,88;37,61;46,29;5,60;190,46;0,00;2,33;-5,69;-7,64;310,70;213,93;86,00;190,47;2,30;0,40;0,13;6,56;0,30;6,56
1054773;;0,00;15,33;7,21;0,00;0,00;1,24;1,00;0,80;0,00;19,33;17,33;8,48;14,72;0,00;8,48;;137,42;0,00;0,00;0,00;-0,02;161,71;153,15;58,00;137,42;2,50;0,07;0,20;7,20;0,74;7,20
1054817;;0,00;30,33;21,42;0,00;0,00;0,99;1,00;;0,28;82,00;40,67;23,87;7,38;6,62;17,25;7,03;69,40;1,06;1,00;0,00;0,00;78,72;54,12;67,00;;0,82;0,27;0,20;16,28;1,10;21,42
1055010;;0,00;;21,79;0,00;0,00;0,99;1,24;1,23;5,13;102,33;40,00;173,83;195,54;20,06;153,77;;824,33;0,00;2,67;0,00;7,74;1147,21;823,87;467,67;824,33;2,95;0,07;0,33;14,34;1,13;18,42
1055151;;0,00;29,33;;0,00;0,00;0,92;1,00;0,79;3,78;83,00;121,33;144,47;35,01;121,93;22,54;5,60;381,62;0,00;3,33;0,00;-0,04;377,56;227,68;268,00;;1,84;0,27;0,07;16,28;0,24;20,36
1055152;;0,00;29,67;;0,00;0,00;0,94;1,01;0,31;3,59;46,33;119,33;36,04;22,80;9,62;26,42;5,57;248,21;0,00;2,67;0,00;0,25;326,47;285,35;111,67;248,21;2,32;0,00;0,07;;1,07;14,46
1055486;;0,00;30,33;10,41;0,00;0,00;0,99;0,97;0,74;5,96;41,33;30,00;57,88;42,94;7,47;50,41;5,60;284,88;0,00;5,67;-0,47;-0,44;313,38;255,13;210,00;281,83;1,07;0,07;0,13;9,54;1,24;9,54
1055798;;0,00;27,67;5,10;0,00;0,00;1,01;1,00;0,00;0,00;4,00;7,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;111,48;111,48;0,00;;0,00;0,00;0,00;5,10;1,00;5,10
1055922;;0,00;;14,60;0,00;0,00;0,99;1,02;0,86;0,00;21,00;73,67;18,72;11,68;0,41;18,31;;81,98;0,00;0,00;0,00;0,43;116,59;95,64;62,67;81,16;2,08;0,13;0,07;9,54;0,75;14,46
1056245;;0,00;30,33;15,13;0,00;0,00;0,99;0,96;1,03;3,27;43,33;28,67;20,34;21,12;15,71;4,63;5,57;577,39;0,00;0,67;0,00;-1,01;384,94;362,13;197,67;573,14;2,01;0,13;0,00;9,54;1,00;14,46
1056304;;0,00;30,33;13,18;0,00;0,00;0,99;1,30;0,56;76,44;28,67;111,67;134,41;76,63;125,11;9,30;5,57;288,69;0,00;53,00;0,00;6,01;482,02;332,86;156,67;288,69;1,45;0,27;0,40;9,54;1,36;9,54
1056455;;0,00;;5,52;0,00;0,00;0,90;1,19;1,06;0,45;16,00;31,67;7,14;0,63;2,00;5,14;;24,35;0,00;0,67;0,00;0,00;37,29;29,85;40,00;30,49;0,21;0,33;0,07;5,18;1,79;5,18
1056715;;8,33;30,33;15,71;3,00;1,00;0,99;1,10;0,83;2,84;33,33;65,33;3,67;6,86;0,17;3,50;5,57;374,23;0,00;0,67;0,00;2,27;534,10;530,18;174,67;371,97;5,04;0,00;0,00;9,54;0,83;14,46
1056724;;0,00;30,33;14,76;2,00;0,00;0,99;0,98;0,95;24,80;48,00;131,33;16,41;46,98;6,54;9,87;5,57;621,93;0,00;19,67;0,00;-0,40;748,34;731,93;393,67;619,03;1,75;0,00;0,00;9,54;0,94;14,46
1056734;;0,00;;13,69;3,00;0,00;0,99;1,44;1,23;25,69;43,33;90,33;16,68;56,57;6,67;10,01;;340,39;1,06;40,67;5,16;9,03;328,03;300,26;339,00;340,39;1,44;0,00;0,27;9,54;1,53;10,60
1056861;;0,00;29,67;29,03;5,00;0,00;0,94;1,79;0,75;7,92;80,67;143,67;65,82;31,13;10,30;55,52;5,57;212,52;0,00;4,67;0,00;34,32;387,33;317,48;154,33;205,76;1,27;0,20;0,07;9,54;2,05;14,46
1057057;;0,00;;16,93;0,00;0,00;0,99;0,64;0,66;2,05;39,67;72,33;57,64;11,27;6,34;51,31;5,57;314,24;0,00;3,67;-0,31;-9,22;615,17;553,93;165,33;376,08;0,75;0,27;0,10;5,95;0,50;5,95
1057122;;0,00;;;0,00;0,00;0,99;0,99;0,90;0,00;31,67;43,00;92,52;165,79;0,24;92,28;5,57;1542,82;3,97;0,00;0,00;-0,31;1115,09;1022,38;302,00;1542,20;12,09;0,00;0,13;9,54;1,04;18,42
1057273;;0,00;28,33;14,68;0,00;0,00;0,92;1,01;0,68;0,00;26,00;156,33;4,96;2,20;0,00;4,96;5,57;148,89;0,00;0,00;0,00;0,31;85,79;80,66;106,33;148,89;0,56;0,00;0,00;;1,00;14,34
1057849;;0,00;30,33;;0,00;0,00;0,99;1,00;0,43;4,72;34,00;38,33;47,11;56,43;4,21;42,91;5,57;257,93;0,00;2,67;0,00;0,00;348,29;293,09;122,33;255,89;2,00;0,13;0,20;16,28;1,00;16,28
1057946;;0,00;30,33;10,20;0,00;0,00;0,99;0,98;1,44;0,00;28,33;42,33;9,68;4,25;0,00;9,68;;115,32;0,00;0,00;0,00;-0,33;206,33;196,08;68,67;115,32;0,73;0,00;0,07;9,92;0,92;9,92
1057981;;0,00;7,67;9,54;0,00;0,00;0,91;1,00;;0,00;12,67;21,33;6,54;2,78;0,00;6,54;5,57;39,79;0,00;0,00;0,00;0,00;12,01;5,47;5,00;39,79;1,39;0,20;0,13;9,54;0,11;9,54
1058056;;0,00;30,33;14,41;0,00;0,00;0,99;0,94;0,95;3,42;32,00;42,33;32,14;26,89;4,04;28,11;5,57;610,52;0,00;3,67;0,08;-1,24;335,68;298,75;182,00;610,52;3,25;0,07;0,00;13,50;0,82;13,50
1058226;;0,00;30,33;18,31;12,00;0,00;0,99;1,17;1,03;4,23;25,67;105,67;3,70;19,86;0,00;3,70;5,57;357,36;2,20;1,33;0,00;4,71;304,20;294,12;143,33;357,00;3,00;0,07;0,13;5,10;1,23;7,30
1058809;;0,00;13,00;7,80;0,00;0,00;0,69;0,68;1,43;0,00;15,00;28,00;65,83;12,06;0,00;65,83;5,57;60,38;0,00;0,00;0,00;-3,78;101,27;35,44;37,00;60,38;1,03;0,60;0,47;3,45;0,23;3,45
1058827;;0,00;18,67;5,35;0,00;0,00;1,18;1,03;2,64;0,00;15,33;22,00;7,33;0,00;0,27;7,06;5,57;9,86;0,00;0,00;0,00;0,00;32,05;21,43;3,33;8,87;0,00;0,20;0,00;5,10;1,00;5,10
1059045;;0,00;30,00;16,31;0,00;0,00;1,00;1,00;0,90;24,84;58,00;64,33;18,19;55,71;0,50;17,69;5,57;1405,38;0,00;4,00;0,00;-0,04;694,86;676,66;235,33;1405,38;2,20;0,00;0,00;16,28;1,00;16,28
1059055;;0,00;11,67;4,01;0,00;0,00;1,03;1,07;1,68;0,00;10,00;14,00;0,27;0,00;0,27;0,00;5,57;24,16;0,00;0,00;0,00;0,00;37,91;37,33;12,67;22,62;0,00;0,07;0,00;3,45;1,00;3,45
1059296;;0,00;30,33;13,89;0,00;0,00;0,99;0,98;0,82;6,32;41,33;104,67;84,94;201,83;0,01;84,93;5,57;928,90;0,00;1,00;0,00;-0,40;482,25;390,02;316,00;927,53;1,55;0,20;0,20;13,50;1,52;13,50
1059433;;0,00;30,00;17,61;0,00;0,00;1,00;1,10;1,02;0,00;18,67;34,67;3,93;2,27;0,00;3,93;;740,54;0,00;0,00;0,00;2,58;277,06;272,95;188,00;740,54;0,74;0,00;0,00;3,45;0,94;3,45
1059656;;0,00;30,33;24,31;0,00;0,00;0,99;1,09;;18,21;197,00;74,67;121,62;127,50;6,04;115,57;5,57;1601,15;0,00;11,00;4,79;3,13;1295,61;1158,87;991,00;1600,81;1,14;0,00;0,00;21,60;1,05;23,20
1059767;;0,00;4,67;3,45;0,00;0,00;0,64;1,00;0,69;0,00;4,33;8,00;0,17;0,00;0,17;0,00;5,57;4,18;0,00;0,00;0,00;0,00;2,76;2,58;4,00;4,18;0,00;0,07;0,00;3,45;0,00;3,45
1060164;;0,00;27,33;3,85;0,00;0,00;0,95;0,88;0,71;0,00;20,00;27,67;87,70;3,74;0,21;87,49;5,57;31,13;0,00;0,00;0,00;0,00;240,35;144,43;34,33;;0,93;0,20;0,07;3,08;0,84;3,08
1060286;;0,00;;;0,00;0,00;0,95;0,93;1,05;1,66;33,00;60,67;72,74;63,20;1,12;71,63;5,57;294,98;0,00;0,67;0,00;-1,06;282,26;208,81;91,00;283,08;2,84;0,27;0,20;9,54;0,87;9,54
1060296;;0,00;29,33;7,71;0,00;0,00;0,99;1,06;1,57;0,20;18,67;29,67;27,33;2,41;0,59;26,74;5,57;120,26;0,00;0,33;0,00;0,73;869,92;828,01;58,33;120,27;2,41;0,20;0,07;5,10;1,00;5,10
1060310;;0,00;27,00;;0,00;0,00;1,11;0,94;0,74;11,73;104,33;86,67;133,61;160,92;2,54;131,07;5,57;377,15;0,00;6,33;-2,31;-1,58;396,11;241,18;289,00;377,15;1,50;0,33;0,60;13,96;0,64;13,96
1060324;;0,00;30,00;20,05;0,00;0,00;1,00;1,16;1,38;2,39;25,67;28,00;18,62;94,46;1,21;17,41;5,57;292,24;5,75;0,67;0,00;4,90;93,61;72,78;151,67;292,24;3,09;0,27;0,33;9,92;1,16;18,06
1060411;;0,00;30,33;4,70;0,00;0,00;0,99;1,01;0,94;0,00;20,33;46,33;139,78;0,08;0,50;139,28;5,57;879,23;1,42;0,00;0,00;0,00;664,86;525,02;166,67;873,71;0,08;0,20;0,00;3,08;1,00;4,50
1060911;;0,00;30,33;39,39;0,00;0,00;0,99;1,29;0,91;1,42;38,00;104,00;23,41;85,46;18,39;5,02;5,57;727,20;0,00;0,67;2,42;17,30;1591,57;1563,54;204,33;866,05;1,50;0,00;0,17;9,55;1,55;9,55
1060942;;0,00;27,33;;0,00;0,00;1,10;1,04;1,03;0,62;34,67;101,00;9,19;26,40;0,16;9,04;;606,06;0,00;1,33;0,00;0,99;408,07;398,58;202,33;600,29;15,40;0,00;0,07;16,60;1,00;16,60
1061175;;0,00;30,33;26,38;0,00;0,00;0,99;0,95;0,62;33,33;54,67;59,00;102,57;151,22;28,09;74,48;5,57;374,08;1,06;17,67;0,00;-1,79;325,48;221,66;206,00;;1,96;0,27;0,20;9,92;1,06;10,98
1061279;;0,00;26,67;;0,00;0,00;0,98;0,99;1,12;0,00;33,67;76,67;42,51;12,48;0,61;41,89;5,57;55,95;1,06;0,00;0,00;-0,14;189,39;141,22;41,33;55,95;2,26;0,33;0,20;3,45;1,18;4,51
1061464;;0,00;;16,33;0,00;0,00;0,94;1,10;;2,67;34,33;73,33;44,14;48,93;0,06;44,08;;667,47;0,00;3,33;0,00;2,53;943,89;899,60;193,00;661,63;3,76;0,13;0,13;13,96;0,38;13,96
1061553;;0,00;30,00;16,27;0,00;0,00;1,00;0,89;0,89;0,00;22,00;61,00;12,91;26,97;0,00;12,91;5,57;179,61;1,06;0,00;-2,26;-2,78;169,29;155,83;117,67;179,61;1,43;0,27;0,20;9,54;0,74;10,60
1061636;;0,00;24,00;10,99;0,00;0,00;0,96;0,96;1,09;0,21;11,33;56,00;4,02;4,80;0,10;3,92;5,57;102,62;0,00;0,33;0,00;-0,64;137,23;133,14;36,67;102,62;1,25;0,60;0,33;7,20;1,08;7,20
1061715;;0,00;24,00;6,70;0,00;0,00;0,92;0,98;1,49;0,00;14,00;16,67;2,88;0,74;0,00;2,88;;14,38;0,00;0,00;-0,01;-0,21;60,78;57,53;16,67;13,97;0,74;0,07;0,07;6,56;0,79;6,56
1061982;;0,00;;3,88;0,00;0,00;0,93;1,01;0,01;0,00;12,33;23,00;4,24;1,42;0,00;4,24;5,57;77,09;0,00;0,00;0,00;0,00;64,04;59,81;10,67;77,09;1,24;0,13;0,20;3,45;1,50;3,45
1062026;;7,14;;;0,00;1,00;1,01;1,09;1,40;0,20;30,33;91,00;2,46;7,18;1,92;0,54;;381,09;0,00;0,33;-44,66;2,13;752,36;742,87;173,33;538,74;1,65;0,00;0,00;3,19;3,00;3,19
1062151;;0,00;30,33;;0,00;0,00;0,99;1,00;0,69;0,00;28,67;38,67;2,86;15,08;0,00;2,86;5,57;546,30;0,00;0,00;0,00;-0,03;566,11;560,93;190,00;546,30;3,25;0,00;0,07;9,92;1,50;9,92
