ID;Target;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29;P30;P31
1784157;1;0;;44,77;0;0;1,25;1,51;1,38;0,2;35,67;41,33;97,42;90,59;0,19;97,22;3,3;293,38;0;0,33;4,79;34,14;209,09;105,74;195;293,38;2,13;0,47;0,33;31,6;1,17;33,2
1787092;0;0;30;14,52;0;0;1;1;0,9;0,29;13;62;3,86;20,98;1,72;2,13;3,3;194,34;0;1,67;0;-0,04;342,1;334,27;98;194,34;6,95;0,13;0,07;9,54;1,11;14,46
1788032;1;0;21,67;5,49;0;0;1,06;1,04;2,05;0;10,33;13,33;1,21;0,3;0,82;0,39;3,3;50,6;1,06;0;0;0;101,5;99,54;32;;0,15;0;0;;1,55;5,38
1789973;0;0;30;14,42;2;0;1;1;1,11;0,47;16;29,67;1,68;3,7;0;1,68;3,3;50,62;0;1;0;0;143,9;142,21;48;50,62;0,92;0,07;0,07;14,34;0,92;14,34
1791678;0;0;19;8,46;0;0;1,11;1,13;;0;8,67;1,33;0,88;0;0;0,88;3,3;60,62;1,06;0;0;1,66;69,71;60,34;55,33;60,62;0;0;0;;1,29;4,51
1793844;0;0;30,33;4,04;0;0;0,99;1,18;0,91;0;45;90;123,07;341,39;1,31;121,76;3,3;954,28;0;0;0;0;755,48;631,89;399,33;947,85;3,19;0,13;0,33;3,68;0,37;3,68
1794406;0;25;26,67;;15;1;0,83;0,8;0,54;1,2;14;20,33;3,72;10,66;0;3,72;3,3;69,37;0;4;0;-2,54;229,58;225,86;97,67;;0,25;0,07;0,53;8,69;1,47;8,69
1798315;0;0;15;4,14;0;0;0,8;0,96;;0;11,33;21,33;5,74;0,77;2,97;2,77;3,3;6,33;0;0;0;0;18,33;12,59;6,67;6,33;0,26;0,33;0,13;3,45;0;3,45
1799490;1;33,33;;12,16;0;1;0,42;0,98;0,19;0;16,33;108,33;13,59;0,78;3,23;10,36;3,3;16,09;0;0;0;-0,37;79,86;52,58;17,33;16,09;0,78;0,6;0,07;4,71;0,57;4,71
1800733;0;0;26;4,65;0;0;0,96;1;0,84;0,03;18,67;15;2,16;0,88;0,41;1,76;;205,44;0;0,33;0;0;300,14;296,81;38;205,44;0,44;0;0;;1,04;4,32
1800912;0;0;;13,61;0;0;1;0,8;0,57;3,77;31;127,67;13,1;6,12;0,14;12,96;3,2;325,06;0;1;-1,24;-4,14;264,26;251,08;151;367,14;1,01;0,17;0,07;9,79;1,73;9,79
1801273;0;0;30;;0;0;0,97;1,03;0,74;0;20;52;9,61;2,83;0,27;9,33;3,2;195,78;0;0;0;1,08;185,96;176,36;68,67;189,94;0,8;0,2;0,13;16,28;1,2;20,36
1802210;0;0;30,33;16,6;0;0;0,99;1;0,89;0;26,33;25,67;0;9,24;0;0;3,2;279,42;0;0;0;0;220,3;217,02;155,33;279,42;3,08;0;0,07;16,6;1,12;16,6
1802915;0;0;;6,59;3;0;1,02;0,89;0,73;0;16,33;31,67;14,83;2,4;0;14,83;3,2;31,88;0;0;0;-1,11;100,41;85,58;35,67;31,88;0,81;0,27;0,2;;0,72;3,45
1803431;0;0;26,67;9,54;0;0;0,98;1;0;0;11,67;25;3,25;7,36;0;3,25;3,2;10,16;0;0;0;0;8,84;0;25,67;10,16;0,92;0,27;0,2;9,54;1;9,54
1803511;1;0;2,67;5,1;0;0;1,13;1;0;0;1;0;0;0;0;0;;0,53;0;0;0;0;1,07;0;3,33;0,53;0;0;0;5,1;1,05;5,1
1803976;1;0;29,67;20,99;1;0;0,98;1,33;1,39;598,28;23;179,33;232,08;650,96;188,28;43,79;3,2;713,84;3,97;136,67;0;10,25;353,21;120,65;237,33;713,84;3,16;0,67;0,67;7,2;1,27;11,17
1805350;0;0;30,33;7,43;0;0;0,99;0,88;0,77;0;19,67;19,33;40,14;1,35;0,17;39,97;3,2;672,24;0;0;0;-1,3;455,65;415,14;391;672,24;0,68;0,2;0;6,56;1,2;6,56
1806103;0;10;30,33;22,24;1;1;0,99;0,87;1,14;103,99;66;123,67;83,36;256,73;23,67;59,69;3,2;1602,55;3,97;43;0;-4,19;719,44;600,41;794;1598,91;2,26;0,07;0,33;;1;18,42
1807020;1;0;29,67;48,84;3;0;1,01;0,75;0,75;18,97;15,67;60,33;30,29;18,97;0,33;29,97;3,2;89,67;1,06;1;0;-18,04;55,8;13,76;78;84,78;6,32;0,13;0,07;21,6;0,55;25,06
1807381;1;0;28,33;4,28;0;0;1,02;1,06;1,02;2,26;10,33;11;44,54;2,26;38,6;5,94;3,2;212,16;0;1,33;0;0;116,04;71,5;50,33;211,75;2,19;0,27;0,13;3,45;1;3,45
1807888;0;0;19,33;;0;0;1,55;0,72;1,13;126,56;62,67;263,67;85,05;171,07;60,02;25,03;3,2;264,14;5,5;95;0;-9,91;156,43;52,76;301;239,34;1,32;0,47;0,73;6,24;0,96;11,74
1809163;0;0;28;16,39;10;0;0,89;1,06;1,65;0,52;20,67;36,67;1,8;2,39;0;1,8;3,2;99;0;0,67;1,56;1,41;53,32;48,31;90,67;99;0,78;0;0;9,92;1,09;9,92
1809837;0;0;15,33;4,97;0;0;1,11;1,26;1,03;0;15;4,67;6,74;3,55;0,62;6,12;3,2;97,94;0;0;0;0;88,53;72,31;19,33;97,94;1,18;0,13;0,07;4,32;3;4,32
1810953;1;0;25,67;13,28;0;0;0,62;1,11;0;6,96;11;33,67;9,74;11,07;7,64;2,09;;28,55;0;8,67;0;2,15;21,24;9,85;31,33;27,25;0,61;0,2;0,27;9,92;1,39;14,71
1811539;1;0;29,67;7,53;0;0;0,98;0,96;1,08;17,97;19;32;100,83;21,15;24,11;76,73;3,2;321,84;0;8,67;0;-0,49;386,65;266,91;120,33;321,84;2,13;0,33;0;7,2;1,07;7,2
1814095;0;0;30,33;7,86;0;0;0,99;0,94;0,73;0,3;18;12,67;175,23;1,53;0;175,23;3,2;141;1,06;0,33;0;-0,65;316,02;138,8;64,33;141;0,32;0,53;0;3,45;1,08;4,51
1816674;0;0;29,67;5,54;0;0;0,98;0,99;;0;10,67;11,33;152,11;9,87;0;152,11;3,2;237,38;0;0;0;0;588,28;433,13;98,67;237,38;1,34;0,2;0,2;3,08;0,88;3,08
1816767;0;0;;3,48;0;0;1,36;0,99;0,88;0;7,33;12,33;0,4;0;0;0,4;3,2;140,89;0;0;0;0;49,53;48,99;18;140,89;0;0,13;0;3,45;0,8;3,45
1817703;1;0;;4,75;0;0;0,9;1,43;0,95;0;13;13,33;0,58;0,22;0;0,58;3,2;143,14;0;0;0;0;71,51;69,75;54;142,97;0,22;0;0,07;3,45;2;3,45
1820590;0;0;;;0;0;0,94;1,02;0,37;0;13,33;55;0;0;0;0;;190,46;0;0;-0,03;0,29;95,82;94,21;90,67;;0;0;0;9,64;0,94;9,64
1821251;1;0;2,33;2,39;19;0;0,86;0,47;0;0;5,33;26;0;0;0;0;3,2;3,5;0;0;0;0;5,39;5,14;3,67;3,5;0;0;0;1,01;0;1,01
1823359;0;0;28,67;24,52;0;0;1,05;1,03;0,88;0,88;67;80,67;51,02;26,22;13,26;37,76;3,2;562,11;0;0,33;0;1,09;262,92;205,23;189;558,72;1;0,2;0,07;;1;21,6
1823414;1;0;26,33;14,15;1;0;1,06;1,03;0,9;36,07;20;19,33;31,26;40,81;14,3;16,96;;46,33;0;24,67;0;0,58;43,99;11,97;41,33;45,16;1,37;0,67;0,6;13,96;1,52;13,96
1825026;0;0;19;19,22;0;0;0,79;1;0,93;24,48;31,33;64,33;32,73;80,46;9,31;23,42;3,2;455,51;0;4;-5,46;-0,09;349,32;316,17;142,33;455,51;5,16;0,13;0,07;9,92;0,75;11,62
1825259;1;0;27;10,08;0;0;0,96;1,19;0,9;2,13;19;47,33;4,6;3,75;2,86;1,74;3,2;119,88;0;1,33;0;2,82;151,59;144,81;40;146,71;2,51;0;0,03;;3;7,71
1826027;0;0;30,33;;0;0;0,99;1;;0,27;16;72,33;3;67,21;0;3;3,2;964,74;0;0,67;0;0;512,68;505,98;175,67;;5,26;0,13;0,2;;1,1;17,58
1828080;1;0;30;19,4;0;0;1;0,97;0,82;0,48;58;88,33;8,76;14,8;1,25;7,51;3,17;215,08;0;0,67;-0,93;-0,87;365,57;356,51;173,33;215,08;1,14;0,07;0,07;9,92;0,99;13,91
1828936;0;0;29,67;;0;0;1,01;0,98;0,95;0,26;28,33;162;4,09;2,44;0,37;3,72;3,17;135,67;0;0,33;0;-0,55;117,74;110,11;146,33;135,67;0,66;0;0;;1,5;15,04
1829602;0;0;;;0;0;1;0,7;;1,77;50,33;136;72,04;291,65;0;72,04;3,17;451,17;3,97;2;-12,17;-12,92;355,33;283,14;200,33;447,44;3,06;0,4;0,47;16,28;1,05;20,25
1829672;0;0;30,33;19,38;0;0;0,99;0,88;;10,69;77,33;175,33;45,26;27,62;0,54;44,72;;550,92;2,5;8;0;-3,63;682,99;576,97;407,33;;1,13;0,13;0;9,54;1,04;16,96
1833108;0;0;24,67;9,19;18;0;1,05;0,95;0,92;0,22;19,67;22,33;40,13;10,99;28,48;11,65;3,17;180,8;0;0,33;0;-0,72;297,51;257,38;69,67;;1,85;0,13;0,07;8,08;1,38;8,08
1833615;0;0;;9,54;0;0;0,8;1;1,72;0;8;19;0;0;0;0;3,17;1,98;0;0;0;0;49,96;48,99;6,67;1,98;0;0;0;9,54;1,36;9,54
1834636;0;10;30;;0;1;1;0,39;0,31;29,22;44;50,67;18,27;33,19;13,98;4,29;;258,51;0;20,33;-2,4;-15,89;361,76;341,77;165,67;339,37;1,22;0,1;0,1;14,16;0,73;15,76
1835886;1;0;30,33;22,67;0;0;0,99;1;0,97;0,74;36,67;64;34,88;43,75;12,62;22,26;3,17;166,03;0;2,67;0;2,07;407,49;361,98;138;247,81;2,18;0,07;0,17;;1,02;19,4
1836695;0;9,09;28;4,49;0;1;0,96;0,91;0,77;0;6,67;13,33;0;0;0;0;3,17;147,73;0;0;0;0;104,74;104,74;53;147,73;0;0;0;3,45;0,88;3,45
1837864;0;0;30;5,45;0;0;1;0,91;1,09;0;15;25,67;20,21;6,87;0;20,21;3,17;239,03;0;0;0;0;181,12;147,77;125,33;238,99;1,98;0,13;0,13;;0,63;3,45
1837942;0;0;16,33;7,81;0;0;1,29;1,17;;0;14,67;22,33;0,39;2,08;0,39;0;3,17;72,75;0;0;0;2,04;70,09;68,84;29;72,75;2,08;0,07;0;3,45;1,5;3,45
1838704;1;0;2,67;8,35;5;0;0,38;1,36;0,32;0;3;17,33;0;0;0;0;3,17;3,68;0,78;0;0;4,49;0,77;0,77;2,67;;0;0;0;5,93;0,77;6,71
1839385;1;0;;17,66;2;0;0,99;1;1,17;16,09;20,33;65,67;207,52;378,31;13,59;193,92;3,17;481,58;1,06;5,67;0;-0,13;308,05;100,53;101,33;475,42;5,89;0,4;0,4;;0,93;15,02
1840381;0;0;30,33;11,96;0;0;0,99;0,87;;7,92;39;39,33;435,71;64,2;410,94;24,77;;1159,76;0;5,33;-0,2;-2,31;656,16;219,98;611,33;1158,47;2,24;0,33;0;9,54;1,03;9,54
1841032;1;0;20,67;3,91;0;0;0,77;1,01;0,64;0;6,33;9;2,61;1,78;0;2,61;3,17;48,06;0;0;0;0;36,06;29,96;98;47,66;0,6;0,2;0,13;;1,5;3,45
1841296;1;0;29,67;4,28;0;0;0,94;0,89;0,82;0;6,67;13;0,41;0;0;0,41;3,17;58,82;0;0;0;0;95,36;94,71;73,33;58,82;0;0,07;0;3,45;0,85;3,45
1841428;0;0;21,33;9,22;0;0;0,94;0,82;1,05;0;17;33;0,11;0,09;0,11;0;3,17;191,22;1,06;0;0;-2,52;143,58;143,47;37,33;189,67;0,09;0;0;;1;4,51
1841843;1;0;10,67;11,98;0;0;1,03;1,04;1,5;1,26;8;13,67;7,02;3,17;0,5;6,52;3,17;11,16;0;0,33;0;0,71;149,69;1,92;8,33;11,16;1;0,2;0,33;8,57;0,7;8,57
1842111;1;0;;9,3;6;0;1,36;0,9;1,19;14,05;35,33;69;41,43;25,63;35,15;6,28;3,17;230,86;0,11;6;0;-1,41;324,18;282,07;114,67;277,18;2;0,17;0,07;6,56;0,79;6,67
1843267;0;0;28,33;6,32;0;0;0,99;1,08;1,7;0;18,67;23,33;55,51;3,88;0,9;54,61;3,17;191,11;0;0;0;0,79;301,76;246,24;51;;1,08;0,4;0,13;4,71;0,96;4,71
1843354;0;0;30,33;21,6;0;0;0,99;1;0,91;1,38;51;32,67;33,08;12,38;1,44;31,64;3,17;345,9;0;2;0;0;304,59;264,54;192,67;345,9;0,82;0,07;0;21,6;0;21,6
1843891;0;0;30,33;33,13;0;0;0,99;1,01;1,51;0;34,67;128;30,23;1,79;0,47;29,76;3,17;910,95;9,78;0;0;0,51;1355,86;1324,79;107,67;908,16;0,53;0,07;0;18,33;1,15;32,19
1845975;0;0;30,33;10,19;7;0;0,99;1,04;0,73;0,14;17,67;78,33;0;1,19;0;0;3,17;85,56;0;0,33;0;0,55;85,48;79,26;114;85,56;1,19;0;0;7,12;3;7,12
1846876;1;0;6,33;19,17;0;0;0,95;1;0,29;0;8,67;35;16,28;0;11,78;4,51;;122,92;0;0;0;0;17,62;1,12;5,33;;0;0,2;0;19,17;1,01;19,17
1847177;1;0;30,33;18,44;0;0;0,99;1;;0,83;21,67;28,33;35,22;32,21;1,17;34,05;3,17;165,35;0;0,67;0;-0,02;97,34;56,74;103,67;160,5;1,7;0,2;0,27;14,34;0,86;18,42
1847473;1;0;25,33;8,57;0;0;0,99;1;0;0;6,33;9,67;685,27;0;685,27;0;3,17;0,76;0;0;0;0;686,87;0,43;10,33;0,76;0;0,4;0;8,57;1;8,57
1847960;0;10;30,33;8,62;0;1;0,99;1,03;0,98;2,43;26,67;27,33;6,81;3,21;3,07;3,74;3,17;350,89;1,06;0,33;0;0,32;523,07;492,72;211;350,89;1,6;0;0;6,52;1,61;7,59
1848668;1;0;23,33;8,08;0;0;0,9;1;0,64;0;10;19,67;0,65;6,87;0;0,65;;47,16;0;0;0;0;15,92;15,04;28,33;47,16;1,98;0,2;0,33;;1,05;8,08
1848700;0;0;30;10,12;0;0;0,97;0,89;1,07;0,65;15,33;62,33;2,86;0,83;0,81;2,04;;43,49;0;1,67;0;-1,69;43,13;39,6;53;43,49;0,21;0,2;0,07;8,26;1,29;8,26
1848801;1;0;5,33;3,7;0;0;0,94;1,08;0,51;0;4,33;6,67;0;0,76;0;0;3,17;4,5;0;0;0;0;5,39;5,21;6;4,49;0,76;0;0,07;3,45;1,42;3,45
1849074;0;0;30,33;19,08;0;0;0,99;1;1,05;2,47;48;85;11,58;20,5;3,75;7,83;3,17;1961,5;0;1,67;0;0,1;1419,63;1401,11;523,33;1956,92;1,58;0;0;14,34;1,02;18,42
1857791;0;0;29,67;21,92;0;0;0,98;0,87;0,82;25,04;28,67;110;34,23;48,42;12,63;21,61;3,07;160,88;0;25,67;0;-4,35;206,74;169,44;149,33;;1,21;0,27;0,33;3,45;0,86;3,45
1858636;1;0;30,33;10;0;0;0,99;1,02;1,67;0;17;30,33;0;5,81;0;0;;209,49;0;0;0;0,24;354,36;352,07;102;209,49;2,91;0;0,07;9,92;1,92;9,92
1859806;0;9,09;;4,96;0;1;0,94;0,77;0,82;0;14;5,33;5,58;3,11;0;5,58;3,07;113,73;0;0;0;0;170,02;156,19;57,67;113,73;1,12;0,07;0;3,45;0,83;3,45
1862875;0;0;27,33;6,69;0;0;1,02;1,06;;1,82;24,67;35,67;5,08;5,74;0,82;4,26;3,07;213,71;0;0,67;0;0,57;237,38;221,57;111,67;212,52;1,3;0,13;0,13;4,71;1,07;4,71
1863899;0;6,25;24;7,32;0;1;1;1,14;1,49;0;28,33;27;19,52;3,11;6,61;12,91;3,07;47,25;0;0;0;1,57;100,22;80,3;30,33;47,26;2,6;0,2;0,07;3,45;0,88;3,45
1865244;0;11,11;27,67;14,6;0;1;0,94;1;0,52;0,22;18,67;29,67;2,11;0,49;2,11;0;3,07;31,25;1,06;1,33;0;0;120,42;118,31;26;31,25;0,25;0,07;0,07;;1,15;10,6
1865738;0;0;29,33;12,52;0;0;0,92;0,99;0,53;0;16;39,67;0;0;0;0;;327,52;3,97;0;0;-0,27;223,54;220,11;208,67;327,11;0;0;0;8,26;0,78;12,22
1866695;0;0;24,33;3,45;0;0;0,82;1;0,6;0;4;0,33;0;0;0;0;3,07;5,73;0;0;0;0;159,28;159,28;2,33;5,73;0;0;0;3,45;0;3,45
1867140;0;0;28,33;14,7;0;0;1,06;0,98;1,49;0,48;13;60;6,95;13,91;0,47;6,48;3,07;153,35;0;0,33;0;-0,36;169,25;161,48;71,33;152,18;2,03;0,2;0,13;9,54;1;14,46
1867255;0;0;23,33;;0;0;0,99;1,17;1,76;3,49;16,33;15,33;18,22;23,24;12,73;5,49;3,07;54,88;6,88;3,67;0;4,11;144,72;125,8;29,33;53,93;1,84;0,27;0,4;9,54;0,85;16,41
1868438;1;0;29,67;;0;0;0,94;0,43;0,41;0,12;35,33;70,67;326,96;433,66;0,75;326,21;;791,63;0;0,33;-1,6;-33,23;721,69;378,91;228,67;790,32;7,28;0,27;0,2;15,86;0,34;16,93
1869445;1;0;23,67;8,06;0;0;0,72;1,14;0,93;0;11;40,67;5,84;2,84;0;5,84;2,97;85,25;0;0;0;1,73;141,57;135,64;42;134,7;2,84;0,07;0,03;5,58;0,9;5,58
1869532;0;0;29,67;25,63;1;0;1,01;1,24;1,37;65,22;32,33;28,33;89,38;142,61;79,78;9,61;;538,66;0;19,67;0;9,12;391,09;296,48;215;538,66;2,94;0,2;0,33;14,34;1,12;14,34
1870107;0;0;29,67;13,56;0;0;0,98;0,93;0,61;46,71;12,67;26,67;235,72;78,79;3,31;232,41;;182,95;1,06;57,67;0;-1,44;302,83;67,11;122;182,95;1,14;0,47;0,53;9,54;0,33;10,6
1870126;1;0;;9,59;0;0;1,12;1,01;0,31;0,76;7,67;11;22,27;0,76;22,27;0;3,07;10,79;0;2;0;0,1;55,8;32,36;15,67;10,79;0,21;0,2;0,13;9,54;1,29;9,54
1870166;0;0;30;14,9;3;0;1;1,08;;0;25;41,67;0,64;5,26;0;0,64;;297,35;0;0;1,95;1,69;307,79;307,03;304,33;297,36;2,36;0;0;13,96;1,29;13,96
1870681;1;0;22,33;3,88;0;0;1,03;1,18;;1,41;7;31;0,59;1,41;0,59;0;3,07;119,12;0;0,33;0;0;65,86;63,16;25,67;119,12;1,41;0,07;0,07;3,45;1,07;3,45
1874255;0;0;30;9,68;0;0;0,97;1,03;1,11;1,27;19;35;3,09;2,79;0,81;2,28;3,07;125,89;0;2;0;0,37;266,92;263,83;97;150,32;0,76;0,07;0,13;9,68;0,97;9,68
1874768;0;0;24;4,4;0;0;0,88;1,02;0,3;0;20,67;83;0;0,15;0;0;3,07;47,02;0;0;0;0;43,89;42,38;35,33;47,02;0,15;0;0;4,32;0,52;4,32
1877296;0;0;30,33;10,13;0;0;0,99;0,95;1,11;5,8;38,33;120,67;24,21;31,3;13,21;11;3,03;596,52;0;3,33;-0,69;-0,83;942,77;916,81;218,67;592,76;1,74;0,07;0;9,54;0,75;9,54
1877560;0;0;30,33;;0;0;0,99;1;1,12;0,25;35,67;89,33;3,24;0,43;1,25;1,99;3,03;214,82;0;0,33;0;-0,08;229,9;211,58;252;214,82;0,24;0;0;9,54;1,2;9,54
1879061;1;9,09;28,67;;0;1;0,98;0,94;0,36;0;19;43;1,31;6,22;0;1,31;3,03;286,8;0;0;-0,27;-0,72;672,85;670,52;97,67;284,88;1,04;0,07;0,2;6,56;1,55;6,56
1880557;0;0;30,33;16,18;0;0;0,99;0,63;0,79;11,54;16,67;54;56,91;24,37;45,28;11,63;;838,47;0;2,67;0;-8,87;1276,76;1210,17;180,33;;2,42;0,27;0,13;3,45;0,8;3,45
1880726;1;0;6;;0;0;0,33;0,96;;0;6;15;0,75;0;0,08;0,67;3,03;11,17;0;0;0;0;6,79;6,04;9;7,64;0;0,13;0;3,45;1,67;3,45
1884823;0;0;30,33;14,22;0;0;0,99;0,93;0,99;0;26,67;20,33;102,22;4,81;3,47;98,74;3,03;239,45;0;0;0;-1,4;522,48;419,76;102,33;239,34;0,98;0,2;0;;0,98;9,54
1886717;1;0;23,67;13,81;0;0;1,27;1,05;;0;21,67;92;23,78;49,02;3,94;19,84;3,03;658,09;0;0;0;1,03;256,93;233,16;300,67;652,94;4,97;0,27;0,13;8,05;0,76;12,97
1888450;1;0;30;;0;0;0,97;1,29;1,17;2,73;30,33;66,67;0,88;163,66;0,12;0,76;3,03;241,12;1,71;0,33;5,59;16,77;384,83;380,36;234,67;;1,37;0;0,33;16,6;0,79;21,5
1891734;0;0;27,33;;0;0;0,8;0,67;0,23;7,03;27;191;33,67;75,76;0,52;33,15;3,03;334,56;5,81;2,67;0;-16,05;441,46;405,48;87,33;333,69;6,18;0,13;0,27;9,54;0,56;15,35
1892402;1;0;8;3,7;0;0;1;0,93;;0;9,33;13;4,57;0;0,54;4,03;;12,75;0;0;0;0;40,89;33,39;3;12,74;0;0,13;0;3,45;0,33;3,45
1893191;0;12,5;28,67;8,08;0;1;1,01;1;0,82;0;12,33;26,33;107,58;6,2;0;107,58;3,03;120,82;0;0;0;0;627,56;519,36;36;120,82;1,48;0,2;0,2;8,08;1;8,08
1894280;0;0;16,67;;0;0;0,9;0,74;0,62;342,47;20;110,33;175,73;409,03;117,54;58,19;3,03;418,15;0;86;0;-7,23;194,71;18,87;95;415,98;5,61;0,8;0,8;13,96;0,95;13,96
1894379;1;0;18,33;7,16;6;0;0,76;0,99;0,61;0;6,67;19,67;5,62;0;5,62;0;3,03;130,58;0;0;0;-0,08;54,54;48,92;39,67;130,58;0;0,07;0;4,32;1,29;7,1
1896410;0;0;30;26,56;2;0;1;1;0,7;336,61;32,67;77,33;67,82;362,79;64,22;3,6;3,03;608,97;5,79;54;0;0,03;305,24;237,33;263;;5,19;0,13;0,27;16,28;1,22;26,15
1896712;0;0;18,33;26,63;0;0;1,04;1,11;1,12;20,34;15;16,67;15,15;100,44;13,77;1,38;;334,72;0;10,33;0;4,3;260,16;243,48;91,33;334,72;5,07;0,2;0,27;21,1;1,37;25,18
1898773;0;0;30,33;24,84;0;0;0,99;1,01;;0;38,67;270,67;46,85;49,86;2,65;44,2;3,03;598,3;3,06;0;0;0,45;333,68;266,75;123,33;;9,35;0,13;0,33;21,6;0,99;24,66
1898855;0;0;18;6,35;0;0;0,78;1,03;;0;14;22;12,22;2,42;0;12,22;3,03;13,23;0;0;0;0,32;36,87;21,26;12;13,23;0,69;0,4;0,33;6,35;0;6,35
1898936;1;0;30,33;49,93;0;0;0,99;0,99;;8,94;29,33;41,67;56,74;184,18;39,83;16,92;3,03;357,29;1,06;7;0;-0,96;255,67;194,61;92,33;354,28;4,11;0,2;0,4;48,09;1,19;49,15
1899052;0;0;;7,58;0;0;0,84;0,82;;2,84;21,33;17,67;6,42;3,72;4,61;1,82;3,03;64,25;0;1,67;0;-2,09;76,43;69,88;57,67;64,24;0,92;0,07;0,07;3,45;1,03;3,45
1900415;0;0;30,33;75,19;0;0;0,99;0,42;1,24;17,61;78,67;136,67;177,07;288,73;12,7;164,37;2,97;695,71;1,06;4;0;-64,86;450,66;230,37;386,67;655,88;3,08;0,53;0,73;21,6;1,65;22,66
1901728;0;11,11;30,33;9,54;0;1;0,99;1;0,76;0;31,33;24;43,73;24,54;0;43,73;2,97;462,58;0;0;0;0;410,87;361,5;193;462,51;1,08;0,13;0;9,54;0,59;9,54
1902524;0;12,5;27,67;;0;1;1,01;0,92;0,05;0;12,67;26,33;103,38;2,03;0,08;103,31;2,97;13,38;1,06;0;0;0;869,33;763,07;9,67;13,38;1,04;0,2;0,2;;1,54;4,51
1902797;0;0;30,33;25,1;0;0;0,99;0,97;;57,25;168,33;333;188,45;194,69;85,84;102,61;;725,35;0;65;0;-1,02;772,18;570,09;689;718,17;1,19;0,13;0,13;20,26;1,09;24,34
1904380;0;0;30,33;18,61;0;0;0,99;0,9;;0;26;148;23,98;21,3;0,11;23,87;2,97;74,51;0;0;-2,57;-2,75;170,07;146,09;54,33;;1,58;0,33;0,27;16,6;0,97;18,3
1904808;0;0;30,33;8,77;0;0;0,99;0,95;1,32;0;17,33;8;14,34;12,39;0,22;14,13;;44,04;0;0;0;-0,66;111,36;95,7;47;41,83;1,06;0,2;0,27;;0;8,26
1905810;0;0;22,67;9,65;2;0;1,01;0,99;1,07;0;63;23;4,28;0,14;0;4,28;2,97;75,64;0;0;0;-0,11;123,57;113,2;97,67;;0,14;0,07;0;9,54;0,86;9,54
1905816;0;0;30,33;;1;0;0,99;0,97;0,67;0,76;40,33;17,33;12,53;3,6;4,37;8,16;2,97;150,99;0;0,67;0;-0,71;194,11;172,02;140,67;150,99;1,29;0,07;0;3,45;0,6;3,45
1907725;0;0;10;12;25;0;0,4;0,75;0;0,08;9;15;2,27;3,93;1,53;0,74;2,93;5,65;0;0,33;0;-4,5;9,02;6,66;5,33;5,66;1,96;0,27;0,27;12;0;12
1908981;1;0;23;12,67;18;0;0,96;1,12;0,92;13,41;24,33;106,33;307,64;17,96;186,41;121,24;;178,82;0;12;2,82;2,2;549,94;240,48;82,33;178,82;1,18;0,53;0,2;6,18;1,12;6,18
1909245;1;0;27;25,33;7;0;1,07;0,99;0;0;14;85;1,32;0;1,32;0;2,93;0,53;0;0;0;-0,23;5,76;4,44;0,67;0,32;0;0,07;0;21,1;0,94;25,18
1909547;0;0;;;0;0;0,99;0,86;;43,18;63,67;122,33;160,73;153,39;35,39;125,34;2,93;441,18;0;32,67;0;-4,34;349,73;189;265;438,19;1,5;0,33;0,27;;0;16,28
1911879;0;0;30,33;14,98;1;0;0,99;1,06;;0;45,67;65;2,11;8,36;0;2,11;2,93;1145,02;0;0;0;1,35;661,73;645,67;380,67;1143,62;3,82;0;0;9,54;1,09;14,46
1912587;0;14,29;29,67;;0;1;0,94;1;0,97;0;33;125;43,62;13,78;0,41;43,21;2,93;143,29;0;0;0;-0,02;149,43;104,55;75,67;143,29;0,65;0,33;0,27;16,28;1,27;20,36
1914367;0;0;30,33;12,43;0;0;0,99;1,29;0,93;0,57;62;30,33;82,94;36,27;7,31;75,63;2,93;150;1,06;1,33;0;5,36;287,18;202,97;168;150;0,85;0,33;0,27;9,54;1,2;10,6
1915496;0;12,5;8;4,07;0;1;1,25;1,1;2,35;0,85;11;93,33;7,11;0,85;0,11;7;2,93;9,08;0;0,67;0;0;14,19;3,77;8,67;9,08;0,43;0,2;0,07;3,45;1,06;3,45
1916195;1;12,5;20,67;6,26;18;1;0,05;0,62;0,01;0,86;16,67;84,33;37,29;0,86;32,11;5,18;2,93;131,13;0;1,33;0;-3,57;94,21;54,37;91;131,13;0,22;0,2;0;3,79;0;3,79
1916927;0;0;30,33;20,6;0;0;0,99;0,99;1,02;23,1;27;92;138,99;78,6;61,94;77,05;2,93;177,7;0;4;0;-0,36;174,38;35,17;111,33;177,7;1,48;0,67;0,47;16,28;1,05;20,36
1918110;1;0;13;4,69;0;0;0,85;0,94;2,27;0;18,33;39,67;3,08;0,62;1,43;1,66;2,93;1,97;0;0;0;0;30,8;26,02;5,33;1,97;0,62;0,2;0,07;4,32;0;4,32
1918999;1;0;29,67;;0;0;1,01;1,08;1,12;19,85;27,67;85,33;133,19;25,72;73,47;59,72;2,93;446,97;0;16,33;0;1,07;590,83;452,92;171;;1,27;0,3;0,1;7,6;0,75;7,6
1920762;1;0;30,33;10,36;1;0;0,99;1;0,86;0;12,67;30;1,06;0,61;0;1,06;2,93;1066,26;0;0;-0,81;0,05;584,73;579,59;284,33;1064,57;0,24;0;0;9,54;2,06;9,54
